TimeS,Sunrise,Sunset,TFLatN,TFLatS,TFNoonN,TFNoonS,SST1,SST1Depth,SST1Time,TFLatErrN,TFLatErrS,TFLonErrN,TFLonErrS,MinIntTemp,WetDryChange,MaxPress,TRLon,TRLat,TFLonN,TFLonS,
05/06/13,04:16,28:47,100.00,100.00,00:00,00:00,,-0.14,46.52,9,38.70,67.00,1000000.00,18.20,-0.28,13575,94.92,-68.20,63.80,179.60,200.00,
06/06/13,04:45,28:47,64.10,64.10,16:45,16:45,1.02,0.00,347,2.60,2.60,13.80,13.80,-0.30,13590,93.33,-71.80,63.80,-71.60,-71.60,
07/06/13,21:52,46:07,68.40,68.40,32:24,32:24,0.04,31.73,767,1000000.00,1000000.00,1000000.00,1000000.00,-0.46,13599,107.22,29.90,63.80,53.80,53.80,
08/06/13,10:40,34:56,69.10,69.10,22:14,22:14,1.94,0.00,457,1000000.00,1000000.00,1000000.00,1000000.00,-0.30,13609,84.92,-162.20,63.50,-153.70,-153.70,
09/06/13,01:04,25:35,49.70,49.70,13:55,13:55,1.36,0.00,180,11.30,11.30,6.50,6.50,-0.26,13616,84.92,-20.00,63.50,-28.90,-28.90,
10/06/13,09:36,33:39,53.20,53.20,21:15,21:15,1.24,0.00,9,9.30,9.30,9.90,9.90,-0.04,13627,99.03,-144.50,63.50,-138.90,-138.90,
11/06/13,07:28,31:59,51.40,51.40,19:20,19:20,1.12,0.00,969,9.00,9.00,5.60,5.60,-0.42,13645,108.53,-115.90,63.50,-110.10,-110.10,
12/06/13,08:02,32:07,55.20,55.20,19:17,19:17,1.84,0.00,574,4.60,4.60,9.40,9.40,-0.34,13649,73.33,-121.10,63.50,-109.30,-109.30,
13/06/13,20:16,44:17,49.90,49.90,31:04,31:04,1.96,0.00,813,11.90,11.90,7.20,7.20,0.06,13657,105.43,55.90,63.10,74.10,74.10,
14/06/13,20:48,45:10,100.00,100.00,00:00,00:00,1.12,0.00,624,38.70,38.70,1000000.00,1000000.00,-0.16,13669,103.93,45.40,63.10,-179.90,-179.90,
15/06/13,01:04,25:33,49.50,49.50,11:39,11:39,1.44,0.00,380,11.70,11.70,6.50,6.50,-0.24,13685,107.93,-19.50,63.10,5.40,5.40,
16/06/13,03:44,27:50,67.60,67.60,14:48,14:48,17.04,0.00,786,67.00,67.00,1000000.00,1000000.00,-0.08,13703,94.83,-56.60,63.10,-41.80,-41.80,
17/06/13,02:40,26:54,50.20,50.20,13:31,13:31,1.78,0.00,600,9.00,9.00,5.30,5.30,-0.26,13707,83.03,-41.50,63.10,-22.50,-22.50,
18/06/13,20:48,45:19,50.30,50.30,31:23,31:23,1.54,0.00,614,9.00,9.00,5.50,5.50,-0.18,13717,68.33,44.50,63.10,69.60,69.60,
19/06/13,20:16,41:11,60.20,60.20,30:46,30:46,2.24,0.00,357,4.10,4.10,16.30,16.30,-0.14,13735,96.42,79.50,61.00,78.90,78.90,
